,Unnamed: 0,Unnamed: 0.1,date,hour,tweet,linea,estacion,polarity
521,521,521,07-nov-19,1:53:49,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
522,522,522,07-nov-19,1:54:00,@MetroCDMX no se supone que el asiento en la imagen es reservado? Vagón M0524 estación salto del agua dirección Pantitlan https://t.co/JSOX4JTUtJ,linea1 ,salto agua Pantitlan Pantitlan salto agua Pantitlan Pantitlan ,1
523,523,523,07-nov-19,1:54:14,@MetroCDMX La #L9 está de la mierda 15 minutos haciendo base en Chilpancingo que pasa,linea9,Chilpancingo ,0
528,528,528,07-nov-19,1:55:59,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea12,Centro Centro Nopalera ,0
532,532,532,07-nov-19,1:57:32,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
533,533,533,07-nov-19,1:57:41,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
534,534,534,07-nov-19,1:57:48,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
535,535,535,07-nov-19,1:59:44,Desde la Glorieta del @MetroCDMX estación Insurgentes @repor33 platica con @estarc62 https://t.co/IorpPZGCYB,linea1 ,Insurgentes ,0
536,536,536,07-nov-19,2:00:05,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
538,538,538,07-nov-19,3:01:10,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
539,539,539,07-nov-19,3:01:21,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
542,542,542,07-nov-19,3:02:47,¿Cuántas veces tendré que twittear que las escaleras eléctricas del #copilco #L3 no funcionan? Desde agosto a lo que va de noviembre fácil funcionaron semana y media. @MetroCDMX,linea3,copilco ,0
543,543,543,07-nov-19,3:03:38,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
544,544,544,07-nov-19,3:03:56,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
546,546,546,07-nov-19,3:04:59,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
548,548,548,07-nov-19,3:05:21,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
549,549,549,07-nov-19,3:05:42,"Personal del @MetroCDMX , rescató a un can que se encontraba atrapado en el exterior del cajón de vías de la estación Nopalera, en el tramo elevado de la Línea 12.

https://t.co/69vuHqnASq",linea12 ,Nopalera ,0
552,552,552,07-nov-19,3:08:16,"🚇#AvisoMetro🚇
Así el servicio del #MetroCDMX @MetroCDMX esta nochecita del #6nov2019 #2DeNoviembre

@metroCdmxL3 #Línea3 #L3 

#LadeHoyDelMetro
#MovilidadCDMX 

En espera de sus #fotorreportes
👇👇👇 https://t.co/21tTH3X9GP",linea3,,0
553,553,553,07-nov-19,3:10:11,@MetroCDMX Peñón viejo https://t.co/wWdj7RXXbn,lineaA ,viejo ,0
554,554,554,07-nov-19,3:11:40,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
555,555,555,07-nov-19,3:12:11,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
556,556,556,07-nov-19,3:12:37,@MetroCDMX Y ahora valiendo verga la linea 9 lrnta dirección panti,linea9,panti ,1
557,557,557,07-nov-19,3:13:02,@MetroCDMX Aquí están tus 5 minutos en estación peñón viejo de línea A https://t.co/37RjUHSF1c,linea5,viejo ,0
558,558,558,07-nov-19,3:13:49,"@kathyefe @MetroCDMX @CDMXMetro Pobres niños que futuro les espera con esa madre tan corriente y naca, pobrecitos",linea3 ,niños ,1
559,559,559,07-nov-19,3:14:07,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
562,562,562,07-nov-19,3:15:35,@MetroCDMX @Vanished_ Más de una 1 hora tardas en enviar unas fotos,linea1,,1
563,563,563,07-nov-19,3:16:26,"@kathyefe @aquasaver19 @MetroCDMX @CDMXMetro Levántese más temprano pinché hievona, quiere exigir vagón exclusivo, meta a sus niños a un colegio donde pasen a recogerlos o cómprese un carro y déjese de quejar vieja fodonga",linea2 ,colegio niños ,0
568,568,568,07-nov-19,3:19:58,"Y ayer se quisieron jalar a dos chavas en pleno paradero del @MetroCDMX Indios Verdes a las 6:30 de la noche. Y no, no eres paranoica. https://t.co/OhaYVxRRyp",linea3,Indios Verdes ,1
570,570,570,07-nov-19,3:21:30,"🚇#AvisoMetro🚇

Así el servicio del #MetroCDMX @MetroCDMX esta nochecita del #6nov2019 #6DeNoviembre

Hagamos HT #NomásfallasMetroCDMX

#Línea9 #L9 

#LadeHoyDelMetro
#MovilidadCDMX 

En espera de sus #fotorreportes
👇👇👇 https://t.co/BCYtFFWDMT",linea9,,0
571,571,571,07-nov-19,3:21:43,"@im19ok @MetroCDMX @CDMXMetro Tu si pareces haber votado por AMLO yo me queje por los niños, por qué ellos son prioridad, por qué al estudiante se le ds facilidad. Y tú comenzaste a ofender",linea3 ,niños ,0
572,572,572,07-nov-19,3:21:47,@MetroCDMX La 9 viene poco lenta,linea9,,0
574,574,574,07-nov-19,3:22:14,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
577,577,577,07-nov-19,3:24:23,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
578,578,578,07-nov-19,3:24:25,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea12,Centro Centro Nopalera ,0
584,584,584,07-nov-19,3:26:23,De Reyes Magos unas escaleras eléctricas en Metro Mixcoac por favor. @PedroFerriz @MetroCDMX @GobCDMX https://t.co/bNEo7rE9P8,lineaA ,Reyes Mixcoac ,1
586,586,586,07-nov-19,3:26:53,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
588,588,588,07-nov-19,3:27:08,"🚇#AvisoMetro🚇

Así el servicio del #MetroCDMX @MetroCDMX
#6nov2019 #6DeNoviembre

Hagamos HT #NomásfallasMetroCDMX

#Línea9 #L9 sigue con algo de atraso

#LadeHoyDelMetro
#MovilidadCDMX 

En espera de sus #fotorreportes
👇👇👇 https://t.co/D0ju83F1f7",linea9,,0
589,589,589,07-nov-19,3:27:18,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
592,592,592,07-nov-19,3:28:37,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
593,593,593,07-nov-19,3:28:39,@MetroCDMX diario miles de personas tienen que subir escaleras pra cruzar del otro lado del andén en la estación Mixcoac... URGE QUE HABILITEN OTRAS ESCALERAS. Hoy terminaron a golpes los usuarios y todos los días hay enfrentamientos que nos ponen en riesgo. https://t.co/riTChtoUrT,linea12 ,Mixcoac ,0
594,594,594,07-nov-19,3:28:41,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
596,596,596,07-nov-19,3:29:39,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
599,599,599,07-nov-19,3:31:03,@MetroCDMX @Barrynosoy También haber cuando pueden reparar el puente de la salida hacia el paradero de Pantitlán línea 9 está en muy mal estado desde el comienzo hasta el final ya lleva varios meses así,linea9,,0
600,600,600,07-nov-19,3:31:09,"@MetroCDMX Línea A dirección La Paz, hasta 3 vendedores por vagón, molestando a un grupo de chicos de prepa insistiendo la compra de sus dulces. Tren por llegar a estación La Paz detenido en los reyes siendo las 21:31",linea3,Paz Paz reyes ,1
601,601,601,07-nov-19,3:31:50,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
602,602,602,07-nov-19,3:33:25,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
603,603,603,07-nov-19,3:34:36,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
606,606,606,07-nov-19,3:35:37,"🚇#AvisoMetro🚇

Así el servicio del #MetroCDMX @MetroCDMX esta nochecita del #6nov2019 #6DeNoviembre

Hagamos HT #NomásfallasMetroCDMX

#Línea9 #L9 

#LadeHoyDelMetro
#MovilidadCDMX 

En espera de sus #fotorreportes
👇👇👇 https://t.co/KOK0bXf3gn https://t.co/BCYtFFWDMT",linea9,,0
609,609,609,07-nov-19,3:38:01,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
611,611,611,07-nov-19,3:39:32,"@MetroCDMX Esperando a qué lo reparen, más de dos meses así . 🤨 Línea 9 de Pantitlán https://t.co/XcIJRCuCDQ",linea9,,0
614,614,614,07-nov-19,3:44:36,"Ayer anduve tooooodo el día en @MetroCDMX 🙈 
Me perdí en 3 transbordos. 
Me pase dos veces de estación 
Entré en una estación donde no venden boletos, solo tarjeta. 
Me sacaron el zapato. 
Pase abajo de las fuentes de agua que se hacen al llover. 1/2",,,0
616,616,616,07-nov-19,3:45:48,@CarlosTejedaA @MetroCDMX @telediario esto es puente que lleva hacia el paradero de Pantitlán línea 9 lleva varios meses así y no lo pueden reparar ya hasta la varillas están a la vista. https://t.co/7xUX25ie8I,linea9,,0
617,617,617,07-nov-19,3:45:48,"@MetroCDMX yo necesito saber si sacaron a salvo al perrito que estaba en las vías en la estación Santa Martha, como a las 3 p.m. 

Que casi me muero al ver que corrió hacía el tren (: https://t.co/Hg84aJuZ9s",linea3,Santa ,0
618,618,618,07-nov-19,3:46:04,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
619,619,619,07-nov-19,3:47:27,"Esto 🐶 💖 👏 👇🏼

Este perrito quedó atrapado a 8 metros de altura en un cajón de vías en la estación #Nopalera de la Línea 12; fue rescatado sano y salvo y fue trasladado al Centro de Transferencia Canina @MetroCDMX https://t.co/LxOy7FWzDO",linea12,Centro Centro Nopalera ,0
623,623,623,07-nov-19,3:48:36,"#VIDEO

🐶🙌🚇
Estos héroes salvaron a un perrito que tenía 4 días atrapado en la Línea 12 del @MetroCDMX
checa aquí el rescate https://t.co/7FBe8nWO2r",linea12,,1
624,624,624,07-nov-19,3:49:49,"@MetroCDMX Persona muy molesta. L3. Dir. Indios Verdes. Actuando o algo así. Carro N.1403. Golpea, grita, etc.",linea3 ,Indios ,1
627,627,627,07-nov-19,3:51:18,@MetroCDMX para que lo rescaten y mientras sea derivado al Centro de Transferencia Canina por favor!,linea3 ,Centro Centro ,0
628,628,628,07-nov-19,3:51:27,@MetroCDMX Línea 3 atorada en el túnel 😡 @MetroCDMX  qué pasa ?,linea3,,0
630,630,630,07-nov-19,3:53:34,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
631,631,631,07-nov-19,3:54:00,@kathyefe @MetroCDMX @CDMXMetro Por favor doña sus hijos terminaran en el reclusorio norte o a lo mucho uno acabara la prepa no mame,linea4 ,norte ,0
632,632,632,07-nov-19,3:54:19,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
638,638,638,07-nov-19,3:59:17,"En su bonita sección ""No todos los héroes llevan capa"" 

Estos trabajadores rescataron a un perrito que ya llevaba cuatro días atrapado en las instalaciones del  @MetroCDMX #Nopalera en la línea 12. Un gran trabajo. https://t.co/y7mL9YyDsV",linea2 ,cuatro Nopalera ,1
639,639,639,07-nov-19,3:59:23,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
640,640,640,07-nov-19,3:59:43,@MetroCDMX hay gente bien drogada y pidiendo dinero en el metro. Línea 5 dirección politécnico. Vagón N.1173. Estamos en central del norte.,linea5,norte ,0
641,641,641,07-nov-19,4:00:07,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
642,642,642,07-nov-19,4:00:14,"Pues que los niños se paren más temprano, ¿O también quiere que vayamos a levantarlos? https://t.co/9ZAOMSlhWv",,,1
643,643,643,07-nov-19,4:00:42,¿Cuántas veces tendré que twittear que las escaleras eléctricas del #copilco #L3 no funcionan? Desde agosto a lo que va de noviembre fácil funcionaron semana y media. @MetroCDMX,linea3,copilco ,0
646,646,646,06-nov-19,14:45:31,".@MetroCDMX: Tren averiado en Peñón Viejo de la Línea A, el avance es lento ➡ https://t.co/weAHywcDLp https://t.co/ceAb5F2yK4",lineaA ,Viejo ,0
647,647,647,06-nov-19,14:45:32,"Aunque suene paradójico, hay un lugar subterráneo donde se ven las constelaciones 🌠 del zodiaco. 😳 ¡Así como lo lees 🧐! Se trata del Túnel de la Ciencia 🔭 del @MetroCDMX 🚇, ubicado en el pasillo que une las líneas 3 y 5 de la #EstaciónLaRaza. Conoce más en este hilo 🧵.👇🏽 https://t.co/5HGTNbiD18",linea3,La Raza,0
648,648,648,06-nov-19,14:46:01,"@MetroCDMX Felicidades línea A!!! Avanzaste super rapido, como debería ser siempre, pero solo de agrícola a pantitlan, que bien hacen su chamba heee!!! Mediocres! Y toda la gente que no logro abordar el tren y que tendrá que esperar no se cuanto tiempo que se jofan no?",linea1 ,pantitlan pantitlan pantitlan pantitlan ,1
649,649,649,06-nov-19,14:46:20,@LeoFlores0730 @MetroCDMX Zaz era un bot... Bueno les pagan por eso con sus 9 seguidores y de amlo... Y eso que el que maneja esa cuenta es alguien del pueblo... Como todos...,linea9,,1
653,653,653,06-nov-19,14:47:44,@MetroCDMX Hasta el momento línea 8 bien,linea8,,1
655,655,655,06-nov-19,14:50:18,"@MetroCDMX 08:49 llegando tren línea A, la Paz a Pantitlán, y ...... Qx tal dará el servicio????",lineaA ,Paz ,1
656,656,656,06-nov-19,14:51:54,"Aunque suene paradójico, hay un lugar subterráneo donde se ven las constelaciones 🌠 del zodiaco. 😳 ¡Así como lo lees 🧐! Se trata del Túnel de la Ciencia 🔭 del @MetroCDMX 🚇, ubicado en el pasillo que une las líneas 3 y 5 de la #EstaciónLaRaza. Conoce más en este hilo 🧵.👇🏽 https://t.co/5HGTNbiD18",linea3,La Raza,0
657,657,657,06-nov-19,14:52:57,"@MetroCDMX #MovilidadCDMX.  #linea5  llegando Aragón y Oceanía dirección Pantitlán  todas las mañanas se detiene el convoy, retraso de 5 a 10 minutos",linea5,,1
658,658,658,06-nov-19,14:53:11,@MetroCDMX 25 minutos de santa Marta a Pantitlán,linea4 ,santa ,1
659,659,659,06-nov-19,14:54:38,"⚠️Imágenes no aptas para sensibles⚠️
Esta tarde un hombre de 27 años de edad murió arrollado al arrojarse a las vías del @MetroCDMX en la estación Chilpancingo línea 9 con dirección a Tacubaya, el servicio fue interrumpido por algunos minutos para recuperar el cuerpo. https://t.co/SPPUBtrx2w",linea9,Tacubaya Tacubaya Chilpancingo Tacubaya ,0
662,662,662,06-nov-19,14:54:48,"Qué coraje e impotencia...
En la salida del metro camarones ninguna escalera sirve, personas de la era edad con bastón subiendo 4 pisos...
@MetroCDMX @Claudiashein pa cuándo darán buen sevicio.
Ah perdón se me olvidaba que la jefa de gobierno es solo la chacha de la CDMX",linea4,camarones ,0
668,668,668,06-nov-19,14:57:21,Desde la Glorieta del @MetroCDMX estación Insurgentes @repor33 platica con @estarc62 https://t.co/IorpPZGCYB,linea1 ,Insurgentes ,0
669,669,669,06-nov-19,14:57:32,@MetroCDMX Ni de chiste la línea 12 tarda 4 min,linea12,,1
670,670,670,06-nov-19,14:58:14,@MetroCDMX Cómo va la L1 dirección observatorio?,linea1,observatorio ,0
671,671,671,06-nov-19,14:59:15,@Anlle @MetroCDMX Se detuvo 5 munutos en t3zonco y de ahi en adelante marcha super bien.,linea5,,1
674,674,674,06-nov-19,15:00:57,"@MetroCDMX @MetroCDMX#sanciones metro La admon del metro deberia responder por todos los daños colaterales que causa el retraso y mal manejo de los conductores, en las lineas en cualquier horario y linea es lo mismo, se les hace normal pero se deberia sancionar cada que esto ocurra.",linea2 ,normal ,0
675,675,675,06-nov-19,15:01:23,"@MetroCDMX 
2 hora y media para poder usar el metro y llegar a mi destino final. Recorrido que se hace 50 minutos",linea2,,1
680,680,680,06-nov-19,15:05:19,@MetroCDMX Me hice dos horas del metro calle 11 a zapata como va ir 4 min entre estaciones es ilógico 🤬😠🤬😠,linea3,zapata zapata ,0
684,684,684,06-nov-19,15:11:29,@MetroCDMX No puede ser que salga desde las 7 am estuviera en el metro calle 11 y llegara a zapata alas 9:05 am más de dos horas y todavía salen con sus jaladas que están tardando 4 min entre estaciones como miden el tiempo no manchen por cosas como estas es que en nuestros trabajos no ven,,zapata zapata ,0
685,685,685,06-nov-19,15:12:45,"Aunque suene paradójico, hay un lugar subterráneo donde se ven las constelaciones 🌠 del zodiaco. 😳 ¡Así como lo lees 🧐! Se trata del Túnel de la Ciencia 🔭 del @MetroCDMX 🚇, ubicado en el pasillo que une las líneas 3 y 5 de la #EstaciónLaRaza. Conoce más en este hilo 🧵.👇🏽 https://t.co/5HGTNbiD18",linea3,La Raza,0
687,687,687,06-nov-19,15:13:48,"@MetroCDMX Esto cuenta como información falsa, además diario dan información que no corresponde!
Holaaaaa @FirenzeM la infografía tiene datos falsos!!! En la línea 1 no es cada 3 min, información actualizada al momento 😉
@andreslajous @Claudiashein #CDMX #MetroCDMX https://t.co/T554PVawtJ",linea1,,1
689,689,689,06-nov-19,15:16:44,"⚠️Imágenes no aptas para sensibles⚠️
Esta tarde un hombre de 27 años de edad murió arrollado al arrojarse a las vías del @MetroCDMX en la estación Chilpancingo línea 9 con dirección a Tacubaya, el servicio fue interrumpido por algunos minutos para recuperar el cuerpo. https://t.co/SPPUBtrx2w",linea1,Tacubaya Tacubaya Chilpancingo Tacubaya ,0
690,690,690,06-nov-19,15:17:08,@MetroCDMX No puede ser que salga desde las 7 am estuviera en el metro calle 11 y llegara a zapata alas 9:05 am más de dos horas y todavía salen con sus jaladas que están tardando 4 min entre estaciones como miden el tiempo no manchen por cosas como estas es que en nuestros trabajos no ven,linea1,zapata zapata ,0
692,692,692,06-nov-19,15:17:32,@MetroCDMX Me hice dos horas del metro calle 11 a zapata como va ir 4 min entre estaciones es ilógico 🤬😠🤬😠,linea3,zapata zapata ,0
696,696,696,06-nov-19,15:22:12,"@MetroCDMX @FirenzeM ¿No te parece increíble que este año tardaron 13 semanas en arreglar las escaleras eléctricas de barranca del muerto y de nuevo llevan dos semanas sin funcionar? ¿O te están robando y no dices nada?,¿O eres corrupta e incompetente?",linea7 ,barranca muerto ,0
697,697,697,06-nov-19,15:24:18,"@MetroCDMX @FirenzeM ¿No te parece increíble que este año tardaron 13 semanas en arreglar las escaleras eléctricas de barranca del muerto y de nuevo llevan dos semanas sin funcionar? ¿O te están robando y no dices nada?,¿O eres corrupta e incompetente?",linea7 ,barranca muerto ,0
700,700,700,06-nov-19,15:24:35,@MetroCDMX 4 minutos ajaaaa me tuve que esoerar 4 vagones para poder subir en mexicaltzingo 😠,,,1
701,701,701,06-nov-19,15:24:53,"@mrgrinch78 para que el aeropuerto, ese espectáculo te lo ofrece el @MetroCDMX solo polo que valen dos rico-pollos (5 pesitos)",linea5,,1
703,703,703,06-nov-19,15:26:36,"@MetroCDMX pésimo servicio de la señorita que esta en la taquilla de pino suarez linea rosa saliendo a izazaga no me dio mi tarjeta me dijo que ya no tenia cuando la tenia en la mano, se quedo con mi dinero y con una actitud muy déspota",linea1,pino suarez pino suarez ,0
704,704,704,06-nov-19,15:27:25,@MetroCDMX Línea 9 con buen avance 15 min de Pantitlán a chabacano,linea9,chabacano chabacano ,1
705,705,705,06-nov-19,15:27:34,"Ya me dan ganas de comprarme mi pasamontañas y mochila bien llena de aerosoles, para pintar ¡""VIVA SANTA ANNA, FUERA AMLO""! y nadie me diga nada ni me detengan... https://t.co/4naDfNVVNX",linea4 ,SANTA ,1
706,706,706,06-nov-19,15:28:01,"#CentrodeEmergencias @SOBSECDMX @MetroCDMX coladera perteneciente al #Stcm sin tapa sobre Av. Insurgentes y San cosme col. Santa maria la ribera
@AlcCuauhtemocMx https://t.co/cUzLpiKpCr",linea1 ,Insurgentes cosme Santa ,1
707,707,707,06-nov-19,15:29:18,@mrgrinch78 @MetroCDMX Es más le deberían robar esa tecnología para el aeropuerto rural santa lucía,linea4 ,santa ,0
708,708,708,06-nov-19,15:29:35,"#CentrodeEmergencias @SOBSECDMX @MetroCDMX coladera perteneciente al #Stcm sin tapa sobre Av. Insurgentes y San cosme col. Santa maria la ribera
@AlcCuauhtemocMx https://t.co/cUzLpiKpCr",linea1 ,Insurgentes cosme Santa ,1
713,713,713,06-nov-19,15:30:52,"Aunque suene paradójico, hay un lugar subterráneo donde se ven las constelaciones 🌠 del zodiaco. 😳 ¡Así como lo lees 🧐! Se trata del Túnel de la Ciencia 🔭 del @MetroCDMX 🚇, ubicado en el pasillo que une las líneas 3 y 5 de la #EstaciónLaRaza. Conoce más en este hilo 🧵.👇🏽 https://t.co/5HGTNbiD18",linea3,La Raza,0
714,714,714,06-nov-19,15:32:29,"Señor @MetroCDMX, usted está siempre muy saturado y tarda mucho, en ocasiones se descompone y huele feo. Sin embargo, yo lo amo mucho, pues me lleva desde Iztapalapa hasta Vallejo, desde Tláhuac hasta Ciudad Azteca, desde muy lejos hasta muy cerca.♥️",linea6 ,Vallejo Iztapalapa ,1
715,715,715,06-nov-19,15:32:49,"@MetroCDMX Línea B siempre desatendida, más de 4 min en espera y la gente aglomerada para poder entrar revisa estación impulsora, información falsa que debe ser atendida por su órgano de control",linea4,impulsora ,1
717,717,717,06-nov-19,15:38:48,"Señor @MetroCDMX, usted está siempre muy saturado y tarda mucho, en ocasiones se descompone y huele feo. Sin embargo, yo lo amo mucho, pues me lleva desde Zapata hasta La raza, desde Tlaltenco hasta Tlatelolco, desde muy lejos hasta muy cerca, por solo cinco pesos.♥️",linea3 ,Zapata raza Tlatelolco raza Zapata ,1
718,718,718,06-nov-19,15:39:21,@MetroCDMX No avanza la línea 12 !!!! Ahora cuál es el pretexto de su incompetencia @Claudiashein ??? Son de cuarta 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,linea1,,0
719,719,719,06-nov-19,15:39:39,@MetroCDMX No avanza la línea 12 !!!! Ahora cuál es el pretexto de su incompetencia @Claudiashein ??? Son de cuarta 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,linea1,,0
720,720,720,06-nov-19,15:39:43,@MetroCDMX No avanza la línea 12 !!!! Ahora cuál es el pretexto de su incompetencia @Claudiashein ??? Son de cuarta 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,linea1,,0
722,722,722,06-nov-19,15:41:09,"@NoTengoBoobs  : @MetroCDMX pésimo servicio de la señorita que esta en la taquilla de pino suarez linea rosa saliendo a izazaga no me dio mi tarjeta me dijo que ya no tenia cuando la tenia en la mano, se quedo con mi dinero y con una actitud muy déspota",linea1,pino suarez pino suarez ,0
723,723,723,06-nov-19,15:41:49,"@k_de_paris : @MetroCDMX @FirenzeM ¿No te parece increíble que este año tardaron 13 semanas en arreglar las escaleras eléctricas de barranca del muerto y de nuevo llevan dos semanas sin funcionar? ¿O te están robando y no dices nada?,¿O eres corrupta e incompetente?",linea7 ,barranca muerto ,0
725,725,725,06-nov-19,15:44:18,"#CentrodeEmergencias @SOBSECDMX @MetroCDMX coladera perteneciente al #Stcm sin tapa sobre Av. Insurgentes y San cosme col. Santa maria la ribera
@AlcCuauhtemocMx https://t.co/cUzLpiKpCr",linea1 ,Insurgentes cosme Santa ,1
726,726,726,06-nov-19,15:44:36,"Ayer anduve tooooodo el día en @MetroCDMX 🙈 
Me perdí en 3 transbordos. 
Me pase dos veces de estación 
Entré en una estación donde no venden boletos, solo tarjeta. 
Me sacaron el zapato. 
Pase abajo de las fuentes de agua que se hacen al llover. 1/2",,,0
728,728,728,06-nov-19,15:51:43,@MetroCDMX por favor su apoyo metro dirección el rosario estación constituyentes parado,linea6 ,rosario rosario constituyentes ,1
729,729,729,06-nov-19,15:53:56,"⚠️Imágenes no aptas para sensibles⚠️
Esta tarde un hombre de 27 años de edad murió arrollado al arrojarse a las vías del @MetroCDMX en la estación Chilpancingo línea 9 con dirección a Tacubaya, el servicio fue interrumpido por algunos minutos para recuperar el cuerpo. https://t.co/SPPUBtrx2w",linea9,Tacubaya Tacubaya Chilpancingo Tacubaya ,0
731,731,731,06-nov-19,15:54:32,"@MetroCDMX @FirenzeM ¿No te parece increíble que este año tardaron 13 semanas en arreglar las escaleras eléctricas de barranca del muerto y de nuevo llevan dos semanas sin funcionar? ¿O te están robando y no dices nada?,¿O eres corrupta e incompetente?",linea7 ,barranca muerto ,0
733,733,733,06-nov-19,15:55:33,@MetroCDMX que pasa linea 1?,linea1,,0
